ID Postagem,Data,Postagem,Funcionalidade (Av1),Funcionalidade (Av2),Funcionalidade,Tipo (Av1),Tipo (Av2),Tipo,Intenção (Av1),Intenção (Av2),Intenção,Análise de Sentimento (Av1),Análise de Sentimento (Av2),Análise de Sentimento,Usabilidade (Av1),Usabilidade (Av2),Usabilidade,UX (Av1),UX (Av2),UX,Artefato (Av1),Artefato (Av2),Artefato,Discutir
11,22/07/2021,"Fiz a conta pelo site e agora não consigo nem logar no app 😐 peguei o plano multitelas por 13.95 e acabaram cobrando mais 5.25, disseram lá que era desconto no primeiro mês, mas não, acabaram foi ganhando dinheiro em cima, decepcionada.",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
12,22/07/2021,A opção de áudio ou legenda não fica salvo... Toda vez que vai para outro episódio ou outro título tem que ficar escolhendo o áudio e legenda. 😔,,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
13,22/07/2021,"Amei até o momento esse app, e pode ter toda a certeza que sera o melhor do mundo 😍❤ muito bom mesmo e ainda mais o preço que qualquer pessoa pode pagar, Vale muito apena sim 😍🙏",,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Afeto,,Validar,,,,
14,22/07/2021,"O conteúdo é divino, mas sempre que eu vou assistir na TV (via Chromecast) quando o episódio acaba simplesmente da um erro com o código: 905303. Então eu gostaria que vocês concertasem isso porque se fosse para assistir só pelo celular eu teria assinado o ""plano básico"". Obrigado pela atenção 👍.",,,,,,,,,,Neutra,,Validar,Eficácia,,Validar,Frustração,,Validar,TV,,Validar,
15,22/07/2021,Terrivelmente 👎,,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
16,22/07/2021,Muito bom 👍,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
17,22/07/2021,"Não faz sentido pagar por um app que trava toda hora, deve ter sido desenvolvido por estagiários sem supervisão 🤦🏼‍♂️",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
18,22/07/2021,"Várias tentativas e não consigo assinar! Já usei 4 cartões, todos ativos! E nada! Amadorismo puro! 😡😡😡",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
19,22/07/2021,"Muito ruim o app, demora pra entrar, as vezes trava e eu tenho que sair do app e voltar nele e agora tudo está em inglês e eu tenho que ficar mudando a cada episódio, mesmo colocando que quero sempre em português 😒",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
20,22/07/2021,Aplicativo não está conectando com provedor do mercado pago 😪 Aparece um código de erro,,,,,,,,,,Neutra,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
21,22/07/2021,"Eu gostei bastante nós primeiros dias, mas de uns dias pra cá n consigo mais acessar fica falando que estou offline e manda eu verificar conexão sendo q estou conectado no Wi-Fi e a internet está boa nem pela minha rede de dados consigo acessar mais 😔 Espero q vcs possam arrumar pq n gostaria de cancelar minha assinatura pois gostei bastante do app",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
22,22/07/2021,"Péssima ,nota zero HBO trava muito e ñ tá disponivél para todas as smarts🙁🙁",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
23,22/07/2021,Péssimo! Toda hora a tela trava e quando assisto algo a tela fica verde👎,,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
24,22/07/2021,"Propaganda enganosa de uma serie. Aparece angie tribeca como uma das atrações da plataforma, porém fiz a assinatura e não tem a serie. 👎👎👎👎",,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
25,22/07/2021,Estou avaliando 👍,,,,,,,,,,Neutra,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
26,22/07/2021,"Eu amei este streaming, principalmente o catálogo, é melhor que outros streamings: como por exemplo o Amazon Prime Vídeo, enfim amei😍❤❤💙",,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
27,22/07/2021,Não funciona no firetv 🙄,,,,,,,,,,Neutra,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
28,22/07/2021,Não tem animes😠😠😠😠😠😠😠😠😠😠😠😠😠😠,,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
29,22/07/2021,"Tirando as legendas, não tive nenhum outro problema com o app. Simplesmente fantástico! Comparando com o antigo app HBO GO, está perfeito 💙 parabéns e obrigado por proporcionar mais entretê pra gnt!",,,,,,,,,,Positiva,,Validar,Eficiência,,Validar,Afeto,,Validar,,,,
30,22/07/2021,Assinei apenas pra ver Psi e só está disponível a primeira temporada. Sendo que é uma série antiga e original da HBO. 🤡,,,,,,,,,,Neutra,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
31,22/07/2021,"Assinei pra assistir ""Garota, Interrompida"" pq mostrava no catálogo no site. Mas dps de entrar no aplicativo não tem o filme q eu queria assistir 👍 vou me mat*r. Põe o filme ou me dá reembolso.",,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
32,22/07/2021,😘😍💜💜💜💜💜,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
33,22/07/2021,No meu celular fica fechando sozinho 😕😕,,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
34,22/07/2021,"O app na televisão depois de ver um filme ele não volta pro menu fica tela preta carregando, só volta normal quando abre ou app e volta pra ele.. 😞",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
35,22/07/2021,NÃO DA 🤬🤬🤬🤬🤬PARA INSTALAR NA TV SAMSUNG🤬🤬🤬🤬🤬🤬🤬😡😡😡😡😡😡💩😡😡😡,,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
36,22/07/2021,"A pior experiencia que ja tive com app, paguei e nem consegui assistir nada. 😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣😣",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
37,22/07/2021,"O app é muito Bom, mas infelizmente Trava muito na minha TV LG. Minha Internet é top, o problema é o próprio app 😠 ajeitei isso por favor.",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
38,22/07/2021,APP muito ruim estou tentando assistir algo a quase 10 minutos eu não consigo eo APP fica fechando muito lento pra carregar 😡😡😡,,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
39,22/07/2021,"Em teste ainda, mais já notei coisas do tipo não tem enquadramento de tela, áudio muito baixo não dar pra ouvir sem fone de ouvido e triologia ex. Godzilla tem o 1 e o Godzilla vs kong e dois 🤔 , eu por exemplo só irei ver quando tive oportunidade de ver os três. Então é isso assim que tiver esses melhoramentos vai valer 5 estrelas sem dúvida! Fico no aguardo!",,,,,,,,,,Neutra,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
39,22/07/2021,😍😍😍😍😍😍😍😍😍😍,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
40,22/07/2021,Pq não tem a opção de pagar via boleto? 😾,,,,,,,,,,Neutra,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
41,22/07/2021,Amei esse aplicativo😍😍😍😘😘😘😘😘obrigada por ter esitido aplicativo amooooooo ja amo ese criandor,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Afeto,,Validar,,,,
42,22/07/2021,"Legendas centralizadas OK, agora temos outros problemas, a legenda fica na parte superior da tela 🤯 Outra coisa chata é que eu só vejo TUDO legendado, então pq n fica padrão legendado? Toda vez tenho que ligar a legenda. 🤦🏻‍♀️",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
43,22/07/2021,"Decepção total 😔 fiquei super empolgado com o lançamento. Quando entra demora muito para abrir igual ao HBO anterior, clica em um filme demora para começar e quando não sai do app sozinho enquanto está assistindo. Eu posso reclamar na Netflix porém no app deles são mil vezes melhor super rápido e q…",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
44,22/07/2021,Que decepção! Achei que com a mudança de Hbo Go para Hbo Max ia melhorar mas está com os msm problemas de sempre. Investem milhões em produções maravilhosas e as exibem nesse app horrível. Demitam toda a equipe de tecnologia e comecem do zero pelo amor de Deus!!😒😒,,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
45,22/07/2021,"App fraco. Diz não estar conectado, quando está. Não é otimizado para tablets. Fica desligando a legenda. Não vai automaticamente para o próximo episódio. Faltam recursos. Vou só assistir os primeiros 30 dias mesmo e cancelar o serviço 😤😪👎🏾",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
46,22/07/2021,So acho q devia ter dias gratis🥱,,,,,,,,,,Neutra,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
47,22/07/2021,Melhor dos Melhores!!!! 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Afeto,,Validar,,,,
48,22/07/2021,"Consegui baixar um filme de 2h45 ( com muuuuita dificuldade (erros e travamentos, mas sempre continuava o download de onde havia parado, pelo menos isso🙏) no meu celular e realmente consegui assistir offline por dias. Neste caso, o app prestou aquilo que foi prometido. Esse, foi meu primeiro teste. Partirei para os próximos testes: séries -online e offline. Por enquanto, feliz por ter conseguido assistir ao meu amado filme. Edit 17/07: o app passa uma viiida tentando abrir. Como assim ""piorou""?",,,,,,,,,,Neutra,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
49,22/07/2021,"Legendas não centralizadas, toda vez q um ep acaba, precisamos tocar na tela para deixar a imagem mais clara, não tem opção de passar o ep, só de 15 em 15 segundos, filmes adicionados em sua lista aparecem salvos no perfil do outro usuário...🙄",,,,,,,,,,Neutra,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
50,22/07/2021,Muito bom 🙂,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
51,22/07/2021,"Sem Dúvidas, Não Merece 5 Estrelas, Falta Bastante Coisa, Zoom, Rotação Da Tela. Em Si, O App Trabalha Até Que Bem, Tem Vários Conteúdos, Mas Ainda Está Um App Cru, Mas Sei Que Melhora No Futuro, Todos Começam Do Início E Melhora Com O Tempo, Em Breve Sei Que Vou Dar 5 Estrelas Com Orgulho. 🥰",,,,,,,,,,Positiva,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
52,22/07/2021,"O conteúdo é ótimo, mas o app é péssimo🙅",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
53,22/07/2021,Muito Ótimo Adoreii 👍👌😜💋❤️,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
54,22/07/2021,Por incrível que pareça vocês conseguiram criar um aplicativo pior do que o HBO Go! Eu tiro meu chapéu realmente vocês conseguiram superar o nível de incompetência anterior. 👏👏👏,,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
55,22/07/2021,"ssinei, e sequer consigo baixar o app 🤷 De nada adianta os 50% se não tem como usar.",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
56,22/07/2021,"Assinei hoje e já cobraram a assinatura, sendo que os primeiros 7dias são de teste grátis. 🤨",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
57,22/07/2021,"HBO GO da uma surra nesse App lixo, da nem pra sincronizar com o Cromecast! 👎",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
58,22/07/2021,"Arrependimento,esse é o sentimento que estou agora, nem tanto pelo dinheiro mas pelo app ser tão horrível, não abre um programa sem q o fire sitck não trave, e a conexão pelo Chromecast bem ruim tbm. Cancelado. 🙅🏻",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
59,22/07/2021,Amo 💗,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Afeto,,Validar,,,,
60,22/07/2021,Odeio ter que mudar a linguagem a cada episódio que assisto 👎🏿,,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
61,22/07/2021,Muito ruim 😠👎,,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
62,22/07/2021,"Não estou conseguindo mudar o idioma na tv, não aparece a opção, já procurei vários tutoriais para ver se resolvia e nada, no tablet e celular eu consigo, só não dá certo na tv, não estou conseguindo assistir na tv por isso, pois gosto de conteúdos dublados, quase desistindo de assinar 😞",,,,,,,,,,Negativa,,Validar,Aprendizado,,Validar,Frustração,,Validar,,,,
63,22/07/2021,Tá show 👍,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
64,22/07/2021,"O app na TV é um completo LIXO! Consegue travar a tela, não volta segundos do vídeo, e sempre reinicia a TV, primeira vez que vejo isso. 🤢",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
65,22/07/2021,Muito bom! Estou esperando Shameless US entrar no catálogo. 🙂,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
66,22/07/2021,😀😀😀😀,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
67,22/07/2021,🤩👍,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
68,22/07/2021,Amei todo o conteúdo que tem disponível 😍❤️,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Afeto,,Validar,,,,
69,22/07/2021,"Finalmente arrumaram as legendas 🤩🤩 Críticas: O aplicativo demora MUITO abrir. Opção de Gerenciar dispositivos não funciona corretamente, não tem como girar a tela do celular no aplicativo, não tem nenhum aviso sobre um novo login, as vezes simplesmente da erro na hora de trocar o perfil. Por enquanto é isso.",,,,,,,,,,Neutra,,Validar,Eficiência,,Validar,Satisfação,,Validar,,,,
70,22/07/2021,Eu estou procurando o Filme Harry Potter: E a Pedra Filosofal em todos os dispositivos de filmes e não achei. Ai vi o HBO Max instelei e achei o filme Obrigada HBO Max muito obrigada😁😁,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
71,22/07/2021,Está perfeito 😍,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
72,22/07/2021,"O app parou, após iniciar o filme 😡😡😡😡",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
73,22/07/2021,"É até ok de usar, mas todo episódio temos que colocar a legenda, ela não fica de forma automática. Isso acontece no celular, utilizando Chromecast. Fora q é super mal posicionada, estranho demais. Esperando as melhorias. 😊",,,,,,,,,,Positiva,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
74,22/07/2021,Pq tem filme? Legal pow 🤤e seus égua trate desses travas meu celular já é ruim e vai ficar pior man,,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
75,22/07/2021,"Esperando uma atualização de melhora para assistir no smartphone, cancelando até aqui, sem condições, assistam a concorrência e vejam vcs mesmo o que está péssimo e precisa melhorar urgente, coisas simples que fazem a diferença 👎🏻",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
76,22/07/2021,"01(uma) ⭐ ainda é muito , não adianta ter conteúdo se trava a cada minuto, por enquanto tá prestando não!!!",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
77,22/07/2021,Até agora show de bola o canal 😉,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
78,22/07/2021,Pior aplicativo de streaming!!! Ô app ruim🙄🤬,,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
79,22/07/2021,Super incrível parabéns HBO Max vocês são incríveis quando o assunto é produzir conteúdo App incrível valeu muito a pena assinar 🤩🤩🤩🤩,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
80,22/07/2021,"🤮🤮🤮HORRIVEL ESSE APLICATIVO. E NAO ME VENHAM OS DESENVOLVEDORES, DIZER PRA TER CALMA. ESSE LIXO NAO FUNICONA...O PIOR É QUE PASSOU COMO ACEITO 5X EM CARTÕES DE CRÉDITO. AI VENHAM VOCES DEPOIS, ME COBRAREM. ISSO É SÉRIO. ME RESPONDAM. AJA MANDEI EMAIL TBEM, RESPONDAM.🤮🤮🤮",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
81,22/07/2021,"Olha Eu gosto da HBO Max O problema é que: ele trava demais Não sei se é pq eu tô com pouco espaço, mas...dou 4🌟por isso",,,,,,,,,,Neutra,,Validar,Eficiência,,Validar,Satisfação,,Validar,,,,
82,22/07/2021,"Perfeito, nada para reclamar 💙💙",,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
83,22/07/2021,Lento de mais 😞,,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
84,22/07/2021,"O conteúdo é ótimo mais o desempenho dos aplicativos tanto na tv quanto no celular precisa melhorar muito, demora muito para iniciar e abrir o conteúdo escolhido, isso é irritante, especialmente tendo dispositivos super preparados e 500MB de internet 😔",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
85,22/07/2021,"O app é bom mas tem um problema que é chatinho, demora muito para carregar o episódio e as vezes trava do nada e não é minha Internet, tenho fibra ótica de 300M. Mas tirando isso o app é top👌",,,,,,,,,,Neutra,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
86,22/07/2021,"É uma pena uma empresa do tamanho da HBO, com tantos filmes e séries de extrema qualidade, possuir um App tão amador assim 😪",,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
87,22/07/2021,"Melhor streaming de conteúdo e entretenimento, só precisa de uns pequenos ajuste e irá se torna a melhor. 💜👏🏽",,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
88,22/07/2021,Legal 👍,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
89,22/07/2021,Estou tentando assinar a dias mais não consigo 😕 Só dá erro quero saber o porquê isso tá acontecendo,,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
90,22/07/2021,"No momento só assistir pela 📺, tenho uma net 15 mega o conteúdo do APP é bom , porém o sistema dele deixa a desejar vc tá assistindo é toda hora travando um conteúdo de 30 min passa a ser de 40 a 50 min , quando ajeitar vou melhorar minha qualificação, dê prioridade a esse problema , com as plataformas concorrentes vejo de boa e pra finalizar poderiam acrescentar conteúdos da crunchyrool ou desconto para esta plataforma.",,,,,,,,,,Neutra,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
91,22/07/2021,Arrumem as legendas logo 🤬,,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
92,22/07/2021,O apricativo tá muito bom 👏👏👏,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
93,22/07/2021,"Conteúdo excelente, mais o aplicativo para celular é horrível😡😡😡😡. Só não cancelo a assinatura porque tem friends e the big bang theory.",,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
94,22/07/2021,"App excelente, roda muito bem no meu aparelho. ❤️",,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
95,22/07/2021,O melhor de todos 👏👏👏👏👏👏👏👏👏👏👏 Amei!,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Afeto,,Validar,,,,
96,22/07/2021,😃😃😃😃😃😃😃😃😃😃😃😃 😃😃😃😃😃😃😃😃😃😃😃😃,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
97,22/07/2021,"Minha conta expirou e eu não estou conseguindo renovar minha assinatura, péssima plataforma 😠",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
98,22/07/2021,"O aplicativo é muito melhor do que o HBO antigo, mas ainda peca em algumas coisinhas e uma delas é um erro de serviço de código 905303 que não permite que as séries tenham reprodução automática para outro episódio. Já fiz de tudo e sempre fica esse erro 😞",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
99,22/07/2021,"Pensa numa 💩😱😱😱 Tenho um TV Box da Izy Play Intelbras, mas a 👌 do streaming não sai som nem acendendo velas. Legendas todas zuadas Não assinem essa m..... Não vale 50 centavos de mensalidade. Tem que melhorar muito pra ficar ruim....porque tá péssimo!!!",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
100,22/07/2021,"Ate agora esta atendendo as minhas espectativas, gostei muito do disigne, espero que tenha mais filmes e series daqui pra frente! Estou assistindo uma serie original,😍💘 parabéns a equipe! Nota 10",,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
101,22/07/2021,Ótimos filmes excelente séries 😃,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
102,22/07/2021,O botão de conectar a Smart tv não funciona. 😡 😡 😡,,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
103,22/07/2021,"Eu esperava mais da HBO, da pro app ficar mais fácil de usar. As legendas deveriam aparecer enquanto fazemos os ajustes pois não da pra ficar adivinhando como a ela vai ficar. E principalmente: oq eu mais senti falta foi a opção de armazenar os downloads no cartão SD😥 E também tem uns bugs, do nada o app fecha. Os outros apps de streaming não deixam meu cel assim...mas confio na HBO e acho q ainda vou voltar aqui pra dar 5 estrelas❤",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
104,22/07/2021,"O aplicativo fecha direto, não consigo assistir nada pelo celular. 😔",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
105,22/07/2021,"O app é tão ruim que nem consigo acessar, tentei através do provedor e não vai de jeito nenhum até que desisti e tentei fazer a assinatura normal e nada também só da erro... Muito decepcionada com a breve experiência que eu tive😪",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
106,22/07/2021,Eu não gostei o app não é compatível com meu dispositivo do Chromecast 🤬,,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
107,22/07/2021,Maior e melhor streaming 🛐,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
108,22/07/2021,"não consigo assistir nada, e ainda esta dizendo que n sou assinante, sendo que eu fiz a assinatura simplesmente horrível 😤",,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
109,22/07/2021,"Muito bom, a plataforma está ótima! Eu amo! ❤️❤️",,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Afeto,,Validar,,,,
110,22/07/2021,"Tá quase impossível de assistir um filme, assisto através do celular conectado no Chromecast, aplicativo tem diversos bugs, cai toda hora até não abrir mais. :/ Quando arrumarem volto e dou 5 ⭐ 🙃",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
111,22/07/2021,"Porque aqui pelo App não está de 13,95? na promoção de adesão? 😡",,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
112,22/07/2021,Muito ruim fora que não tem vários filmes e séries como foi lançado nos EUA estou decepcionada com esse streaming o da Disney+ e Netflix é muito melhor. Acho que fizeram pouco caso para lançar no Brasil😡😡😡acho que não estudaram o país... Nós não falamos espanhol e sim português.,,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Frustração,,Validar,,,,
113,22/07/2021,Não consigo espelhar na tv.😔,,,,,,,,,,Negativa,,Validar,Eficácia,,Validar,Frustração,,Validar,,,,
114,22/07/2021,"Designe lindo, conteúdo ótimo!! Só que toda vez que passo um episódio, tem que configurar legenda 🙄 que são mal posicionadas, fora que vc faz um download p poder ver no celular off-line e qdo vc quer ver, aparece msg informando que pode sair do meu pacote de dados 🤔 então p que serve download?! Bug sempre, além de demorar p abrir o APP.",,,,,,,,,,Negativa,,Validar,Satisfação,,Validar,Estética,,Validar,,,,
115,22/07/2021,"Pelo amor de Deus! Não funciona na tv, não funciona no celular. Estou há 20minutos esperando sair da tela azul/roxa escrito HBO MAX 🤦🏻‍♀️",,,,,,,,,,Negativa,,Validar,Eficiência,,Validar,Frustração,,Validar,,,,
116,22/07/2021,Parabéns sejam bem vindos esperamos que venha promoções..⭐⭐⭐⭐⭐,,,,,,,,,,Positiva,,Validar,Satisfação,,Validar,Satisfação,,Validar,,,,
