ID Postagem,Data,Postagem,Funcionalidade (Av1),Funcionalidade (Av2),Funcionalidade,Tipo (Av1),Tipo (Av2),Tipo,Intenção (Av1),Intenção (Av2),Intenção,Análise de Sentimento (Av1),Análise de Sentimento (Av2),Análise de Sentimento,Usabilidade (Av1),Usabilidade (Av2),Usabilidade,UX (Av1),UX (Av2),UX,Artefato (Av1),Artefato (Av2),Artefato,Discutir
69,26/07/2021,"Faz uns 4 dias que não consigo mandar ou baixar qualquer arquivo. Nem audios, imagens, vídeos ou até mesmos as figurinhas. Já restaurei o meu celular, baixei o aplicativo novamente e continuar dando falha ao fazer o download. 😦😦",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
70,26/07/2021,👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
71,26/07/2021,😂,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
72,26/07/2021,Utiu😍😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
73,26/07/2021,"Resolveram o problema da câmera com zoom🙏, até agora perfeito.",,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
74,26/07/2021,❤️,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
75,26/07/2021,Boa Rede Social👍🏼,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
76,26/07/2021,Bug não consigo receber nem enviar áudios! 😡,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
77,26/07/2021,Bom 😀,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
78,26/07/2021,"Meu watts não está funcionando, não está respondendo tbm 😤 meus ctt não abrem direito não consigo ver o perfil da pessoa",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
79,26/07/2021,Excepcional 😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
80,26/07/2021,Achei um lixo a nova atualização para que ficar com os arquivados em cima atrapalhando tudo 😒😒,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
81,26/07/2021,AMO ESTE APP! 💚,,,,,,,,,,,,,Satisfação,,Validar,Afeto,,Validar,,,,
82,26/07/2021,👎👎👍,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
83,26/07/2021,Show de bola..!!! 🙏🙏🙏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
84,26/07/2021,"Tá OK 👌, que 1",,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
85,26/07/2021,😁,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
86,26/07/2021,Mto bom 👏👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
87,26/07/2021,Tudo 😘🤩,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
88,26/07/2021,É ótimo mais depois o Whatsapp ficou tudo au contrário 🧐,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
89,26/07/2021,Muito bom amei essa atualização ❤💕💕💕,,,,,,,,,,,,,Satisfação,,Validar,Afeto,,Validar,,,,
90,26/07/2021,😍😍😍😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
91,26/07/2021,Adorei 😍😍👏👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
92,26/07/2021,😚😚😚😚😚😚😚💪👍👏👏👏😇😇,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
93,26/07/2021,Joinha 👍🤗👍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
94,26/07/2021,👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
95,26/07/2021,Eu não gostei por que eu não consigo instalar 😔,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
96,26/07/2021,TOP E MUINTO BOM FALO COM A MINHA FAMILHA E AMIGO PARABENS PRA QUEN FES ISO BEJOS ❤💋👏👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
97,26/07/2021,💕🤘🏻🤩,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
98,26/07/2021,App que amo e o melhor de todos os tempos 😍😍😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
99,26/07/2021,Legal 👍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
100,26/07/2021,Essa M3®d@ não tá enviando o código desde de ontem eu preciso fala com minha irma urgente e a m£®D# desse código n chega 😠🤬🤬 si não chegar .. vcs vão ver,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
101,26/07/2021,👍👍👍👍👍👍👍👍👍👍👍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
102,26/07/2021,"Já foi muito bom, mas depois dessa última atualização ficou péssimo não consegue enviar um vídeo maior que 2 minutos e 50 segundos, atualização deveria melhorar mas piorou e muito 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
103,26/07/2021,Nossa internet aqui não pode ser assim obg pela atenção das coisas que eu tenho mais ☺️ vc não vai me trava de novo 😕 APERTE tá bom então vem a gente,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
104,26/07/2021,Tá bem ruim ultimamente 😠,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
105,26/07/2021,Tive que desinstalar até o meu até o meu Instagram 😢😢,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
106,26/07/2021,Eu atualizei meu zap é agora apagou todas as minha mensagem apagaram do dia 23 para cá😡😡😡😡😡,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
107,26/07/2021,Um ótimo App baixem e divirta-se tirando os trava whatsapp né 🙂,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
108,26/07/2021,Amei😊💖 mt bom,,,,,,,,,,,,,Satisfação,,Validar,Afeto,,Validar,,,,
109,26/07/2021,Muito ótimo mais de uns dias pra cá ele começou a ficar ruim Não abri áudio Não abri fotos Não abri vídeos Só presta mensagens escritas então está muito ruim se vocês pudesse arrumar ficaria ótimo 😤,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
110,26/07/2021,Ótimo 👍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
111,26/07/2021,eu achei muito bom 😘😘😘😘,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
112,26/07/2021,Muito bom.❤️❤️ ✅tiktok:@danielysouto4. ✅Instagram:@daniely_souto829. ✅kwai:＠daniely_souto829. ✅YouTube: Daniely Souto.,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
113,26/07/2021,Ótimo app 😁,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
114,26/07/2021,Essa nova atualização deixou uma 💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
115,26/07/2021,Muito bom 🤗🤗🤗,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
116,26/07/2021,Essa nova atualização está um lixo vou começa ussa o telegram 😡😡😡😡😡,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
117,26/07/2021,Legal Divertido 👍👍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
118,26/07/2021,App maravilhoso 😍😍😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
119,26/07/2021,Muito ruim 😭😭 demora mt demora ate 4h,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
120,26/07/2021,👏👏👏👏👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
121,26/07/2021,Muito bom 😊😊,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
122,26/07/2021,Ótimo 😁,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
123,26/07/2021,Muito otimo 😘😍🤗,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
124,26/07/2021,☺😊😀😁😂😃😄😅😆😉😯😐😑😕😠😬😡😢😴😮😣😤😥😦😧😨😩😰😟😱😲😳😵😶😷😞😒😭😌😖😔😪😏😓😫,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
125,26/07/2021,Muito bom 😃,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
126,26/07/2021,Ele não está abrindo os vídeos do status ou quando vou colocar um vídeo no meu status não abaixa e tbm quando eu mando vídeo pra pessoa tbm não manda quero que resolvam esse problema😒 por favor,,,,,,,,,,,,,Eficácia,,Validar,Frustração,,Validar,,,,
127,26/07/2021,"Fica dando falha no dowload muito chato isso,atualizaçao ruim, tem que resolver😤",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
128,26/07/2021,Ótimo 👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
129,26/07/2021,Ele e perfeito mas queria muito uma nova atualizaçao quando a gente tiver procurando figurinha aparecese procurando figurinha🙂,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
130,26/07/2021,Muito bom esse app. 👍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
131,26/07/2021,Agora sim a câmera do WhatsApp voltou ao normal. Em si o aplicativo é ótimo. 👍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
132,26/07/2021,Muito bom 😃,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
133,26/07/2021,"Bom dia o App não funciona pra enviar e receber mídias depois da atualização 😠😠😠. Qual á necessidade de colocar novas funções, se nem conseguimos utilizar as que já existiam.",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
134,26/07/2021,whats ta tirando a qualidade das fts 🥲,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
135,26/07/2021,"Que atualizaçao foi essa?horrivél as conversas arquivadas encima e o auge meus jesus, a pior atualização desse app🤦",,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
136,26/07/2021,Whatazap!!!! 😈😈,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
137,26/07/2021,"tá, muito ruim, som dos áudios, 😡",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
138,26/07/2021,Não dá mais pra enviar um vídeo inteiro 😤😤,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
139,26/07/2021,Gente uma coisa que eu descobri é que tem jogo nele tem mais eu acho que vcs sabiam não😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀i😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀…,,,,,,,,,,,,,Aprendizado,,Validar,Satisfação,,Validar,,,,
140,26/07/2021,O melhor Whatsapp ele é bom não trava ❤️👏,,,,,,,,,,,,,Eficiência,,Validar,Satisfação,,Validar,,,,
141,26/07/2021,"Muito útil pra tudo, vcs estãode parabéns 😍😍😍",,,,,,,,,,,,,Utilidade,,Validar,Satisfação,,Validar,,,,
142,26/07/2021,😍😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
143,26/07/2021,😍😍😍😍😍😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
144,26/07/2021,O whatsapp tem melhorado a cada dia e mês que passa ✊😔,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
145,26/07/2021,Emcriveeel muito bom mesmo da pra eu comverssa com a milha familia de longe muito mes parabéns ao criador😘💝💖🌟💜,,,,,,,,,,,,,Satisfação,,Validar,Afeto,,Validar,,,,
146,26/07/2021,Satisfatória 🙏👏👏👏👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
147,26/07/2021,Bom para o trabalho 😁,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
148,26/07/2021,Muito Bom👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
149,26/07/2021,"ESTA NOVA ATUALIZAÇÃO ESTÁ HORRÍVEL! A CÂMERA COM UM ZOOM ABSURDO! OPTO POR N SALVAR AS FOTOS DOS GRUPOS,E ESTÁ SALVANDO. ESTÁ LENTO TBM! EU SINCERAMENTE, SE PUDESSE, Ñ USARIA MAIS. POR FAVOR, ARRUME ISSO LOGO,POIS USO MUITO MINHA CÂMERA, PARA DIVERSOS FINS! 😡",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
150,26/07/2021,Arrumaram a câmera 👐🏽,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
151,26/07/2021,bom dia se atualização e importante e por q tem melhora nosso zap😁,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
152,26/07/2021,👍👍👍👍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
153,26/07/2021,"O app é maravilhoso, só que eu acho q ele tá com defeito faz mais de 4 dias que não recebo msgs...🥲",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
154,26/07/2021,Muito bom 👍👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
155,26/07/2021,"Só falta poder abrir chat na chamada de video, quando está em algum lugar barulhento seria uma boa poder escrever👏👏👏 enquanto isso nao chega o app é ótimo.",,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
156,26/07/2021,👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
157,26/07/2021,Parabéns nota 10 👍👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
158,26/07/2021,"Depois que eu atualizei ficou sem abrir os vídeos, os áudios e as figuras mal mente consigo escrever estou pensando em desativar e não ativa mais já quê não está servindo .😤😟",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
159,26/07/2021,Muito legal😘,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
160,26/07/2021,O meu ta bulgado ñ carrega status nem áudio nem foto e nem figurinha 😭😭pfv alguém pode mim falar oq eu tenho q fazer,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
161,26/07/2021,Adoro esse AP muito bom mesmo ❤️,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
162,26/07/2021,👍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
163,26/07/2021,não que ataliza mudem isso 😠 ms da raiva quero escutar audio 2× mais não da inferno 😡😡😡😡 to cheia varios cll da e no meu não 😡😡😡,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
164,26/07/2021,"Eu amo neh,app incrível 🥰🥰",,,,,,,,,,,,,Satisfação,,Validar,Afeto,,Validar,,,,
165,26/07/2021,Bom Aplicativo....❤,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
166,26/07/2021,Legal amo esse aplicativo ❤,,,,,,,,,,,,,Satisfação,,,Satisfação,,Validar,,,,
167,26/07/2021,Nota máxima 👍🤙👏🏼👏🏼,,,,,,,,,,,,,Satisfação,,,Satisfação,,Validar,,,,
168,26/07/2021,Não faz download de fotos. O que faço ❓,,,,,,,,,,,,,Eficiência,,,Suporte,,Validar,,,,
169,26/07/2021,"A cada atualização lasca mais o app, tiraram a opção de fazer ligação e responder outras pessoas ou entrar em outros apps ao mesmo tempo (o que é muito chato ) e a câmera que está horrível 😭 espero muito que as ligações volte a como era antes e que de para ligar e responder mensagens ao mesmo tempo 🙏",,,,,,,,,,,,,Satisfação,,,Frustração,,Validar,,,,
