ID Postagem,Data,Postagem,Funcionalidade (Av1),Funcionalidade (Av2),Funcionalidade,Tipo (Av1),Tipo (Av2),Tipo,Intenção (Av1),Intenção (Av2),Intenção,Análise de Sentimento (Av1),Análise de Sentimento (Av2),Análise de Sentimento,Usabilidade (Av1),Usabilidade (Av2),Usabilidade,UX (Av1),UX (Av2),UX,Artefato (Av1),Artefato (Av2),Artefato,Discutir
24,27/07/2021,Cancelei minha inscrição me deram 10 dias para efetuar o cancelamento e mesmo assim foi descontado do mwu mercado pago a assinatura ... 😪😔 não estou nem usando mais mesmo assim esta sendo descontado meu dinheiro resolvam isso por FAVOR meu motivo de cancelar e por que não tem a opção espelhamento para tv SMART,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
25,27/07/2021,Bem legal 😁,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
26,27/07/2021,Muito bom👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
27,27/07/2021,Muito bug. Muito código de erro. Praticamente não consigo assistir sem problema.😠😡🤬,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
28,27/07/2021,"Muito ruim, só trava e não carrega nada, perde para os app piratas 👍",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
29,27/07/2021,"Foi descontado(cobrado) do meu mercado pago mas não consigo acessar meu app Disney, essa falta de comunicação com app e sistema de cobrança está com problemas? Sacanagem 🤦🏾‍♂️😕😲",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
30,27/07/2021,Poe pra cartao de debito tbm.... tem gente q nao tem cartao de credito 🤑😔,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
32,27/07/2021,Amei👍👍⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
33,27/07/2021,Muito bom!😉,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
34,27/07/2021,Aplicativo ótimo. 👏🏻👏🏻,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
35,27/07/2021,Ótimo dia faz sempre bom ter bem legal 😊😊😊😊🤗🤗🤗🤗🤗🤗🥰🥰🥰🥰🥰,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
36,27/07/2021,Amei App muito bom amo pq dá para assistir tudo da Disney amei muito o problema é pq nem sempre dá para assistir tudo da Disney pq tipo viuva negra não lançou na Disney mais eu amo a disney😍😘😙😚☺,,,,,,,,,,,,,Satisfação,,Validar,Afeto,,Validar,,,,
37,27/07/2021,🤢🤮,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
38,27/07/2021,A Disney Plus tem tudo qualquer filme é dimais mesmo 😄😄,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
39,27/07/2021,Muito bom amei mas é um pouco cara mais gostei mas não gostei muito porque não tem miraculous 🥺😞😔😒,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
40,27/07/2021,As vezes aparece pra mim erro de conexão mais aí eu desinstalo e instalo dnv e volta 🤗,,,,,,,,,,,,,Eficiência,,Validar,Satisfação,,Validar,,,,
41,27/07/2021,Um sonho!!!😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
42,27/07/2021,Muito top❤️,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
43,27/07/2021,"Pouco conteúdo relevante, mas séries boas. Vim só por Loki 🥺",,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
44,27/07/2021,Excelente 👏🏼👏🏼👏🏼😀❣️,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
45,27/07/2021,pelo amor de Deus lancem mais eps de A Casa Coruja!! 🦉💖,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
46,27/07/2021,"Na minha opinião esses aplicativos Não deviam cobrar nada, porque Tem muitas pessoas que não tem condições de paga 😭",,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
47,27/07/2021,😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
48,27/07/2021,Eu gostei muito ❤️,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
49,27/07/2021,AMO ❤🥰🥰🥰,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
50,27/07/2021,"Muitos falaram mal maia eu amei, uma haba cheia de filmes e séries, muito bom!!!! E barato para o que tem 🥰🥰🥰",,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
51,27/07/2021,😉😉😉😉😘😘😘💚💛💜❤💙💚💛💜💓💕💖💙❤,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
52,27/07/2021,😇😇😇,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
53,27/07/2021,Muito Maravilhoso 🤩,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
54,27/07/2021,Ameiii MT bom recomendo 😘,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
55,27/07/2021,"Muito bom, muito bom mesmo... Dei quatro estrelas por que existe alguns problemas! Um deles é quando eu baixo alguma coisa não fica na galeria do meu celular. Queria que solucionassem esse problema por favor, é que eu tenho uma priminha que é autista que ama assistir ""A Casa do Mickey Mouse""😃, e quando eu baixo os episódios não dá pra aparecer na galeria! Já pesquisei como mudar isso mas, não consigo colocar que os downloads vão diretos para a galeria!🙁Só quero que resolvam esse problema pfr!",,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
56,27/07/2021,Isso é uma 💩,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
57,27/07/2021,Não sei é bom👍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
58,27/07/2021,"Aplicativo péssimo... Trava, demora séculos pra carregar o conteúdo, quando tento baixar algo ele fecha sozinho... Está a ano-luz da Netflix e da Amazon. Bilhões pra produzir conteúdos mas pra fazer um app decente parece orçamento de filme B.. 🤷🏽‍♂️",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
59,27/07/2021,Adorei💖,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
60,27/07/2021,Abaixei só pá assisti luca🙄🤚,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
61,27/07/2021,Ameiii demais 😍😍😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
62,27/07/2021,Muito caro hahaha 😅,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
63,27/07/2021,Não consigo acessar meus downloads sem internet ☹️,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
64,27/07/2021,E legal de mais muito mesmo 👍👍💖😜😜,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
65,27/07/2021,O app é bom mas ele não tem a utilidade de transmitir pra tv !🙄,,,,,,,,,,,,,Eficácia,,Validar,Frustração,,Validar,,,,
66,27/07/2021,O aplicativo é pago eu não queria que fosse assim pois poderia ser grátis pois essas pessoas só pensam em dinheiro 💰,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
67,27/07/2021,ÓTIMO EU DOU 4 MEI ESTRELA😊,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
68,27/07/2021,O app e muito bom mais infelizmente não estar entrando depois dessa atualização e as vezes eu quero assistir mais não entra 😞😞😞 por isso só vou dar uma estrela por enquanto,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
69,27/07/2021,Não está funcionando pelo wi-fi 🙄,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
70,27/07/2021,Muito bom o aplicativo adorei😍😍😍😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
71,27/07/2021,💓💓💓,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
72,27/07/2021,Esse aplicativo é de graça para abaixar mas quando você quer assistir um filme no aplicativo você tem que pagar e isso é muito chato porque você é enganado😠😡,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
73,27/07/2021,Perfeito 😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
74,27/07/2021,Horrível o app não esta abrindo fica dizendo que é erro no servidor e q é pra tentar mais tarde e também não ta dando pra assistir os downloads sem internet já cancelei minha assinatura !!!!!!!!!!😡😠,,,,,,,,,,,,,Eficácia,,Validar,Frustração,,Validar,,,,
75,27/07/2021,"O app é até bom, qdo funciona. Já tem 2 dias q diz q não é possível conectar, q há problema no serviço... Manda tentar mais tarde. Estou desde ontem sem conseguir abrir o app. Alguém sabe como corrigir? Já tentei de TD 😟",,,,,,,,,,,,,Eficácia,,Validar,Frustração,,Validar,,,,
76,27/07/2021,"Olá Disney, adorei o aplicativo. Mas de certa forma, outras pessoas estão conseguindo isso de graça. Ou seja (fraude). Vocês deveriam resolver isso, agradeço! 😎👍",,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
77,27/07/2021,Na tv trava 😒mais no celular nao ☺mais é ruin nao pega na tv .poxa eu tenho que pagar tenho que pagar pra nao funcionar na tv ai nao da ne,,,,,,,,,,,,,Eficácia,,Validar,Frustração,,Validar,,,,
78,27/07/2021,Muito bom vei otimo amei 🤗,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
79,27/07/2021,A Disney é maravilhosa por ter todos os seus filmes originais más no meu celular vive travando e não consigo acessar o app as vezes tenho que desabaixar e abaixar de novo mais tirando isso é muito bom pra Assistir. 😃👍,,,,,,,,,,,,,Eficiência,,Validar,Satisfação,,Validar,,,,
80,27/07/2021,"Não gostei, trava muito e ñ tem a opção de transmitir para a TV como a Netflix. Cancelei a assinatura.😑",,,,,,,,,,,,,Eficácia,,Validar,Frustração,,Validar,,,,
81,27/07/2021,Muito bom melhor de todos 5 estrelas 🌟🌟🌟🌟🌟 de parabéns Disney+,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
82,27/07/2021,Ele e melhor que a Netflix recomendo muito 😍😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
83,27/07/2021,Perfeitoooo❤️,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
84,27/07/2021,"Ruim, precisa pagar pra entrar no aplicativo, isso não é justo, os filmes deveriam ser de graça pra todo mundo assistir, mas os bobões ficam puxando dinheiro do povo só pra ver um filme. Estou desepsionado. 😞",,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
85,27/07/2021,Muito muito bom 😃,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
86,27/07/2021,Quando eu emtrem e eu foi ponha minha senha mais tava pedindo pra eu ponha 6 caracteres mais tava pomhando 6 caracteres mais não entrou eu tentei mais de 5 veses mais não entrou 😤,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
87,27/07/2021,Amooooo 💖,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
88,27/07/2021,Eu amo esse filmes da Disney é incrível 🤩😍😘🥰💖,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
89,27/07/2021,Adorooooooooo🥰,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
90,27/07/2021,"Para mim o app DISNEY é novo porque eu nunca tive ele no meu celular, é tem pessoas falando aqui que ele demora carregar pura mentira ele carrega muito rápido, eu amei ele, quem que um aplicativo de filme assim instalem ele ele é ótimo 👍🏼 parabéns para quem fez ele",,,,,,,,,,,,,Eficiência,,Validar,Satisfação,,Validar,,,,
91,27/07/2021,Mt bom 😔🤚,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
92,27/07/2021,Estou sempre assistindo pelo app. 👏👏👏,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
93,27/07/2021,E muito bommmm Abaixe o Disney+😉,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
94,27/07/2021,Muito bom Mas não está entrando esses dias 😭,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
95,27/07/2021,Olá ... Pagar a Disney e não poder assistir os filmes não vale a pena só chegar o dia vou cancelar... Toda vez que tento assistir um filme a plataforma fica pensando testamos em outras plataformas ambas funcionando normalmente já a Disney 😕,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
96,27/07/2021,Não estou conseguindo abrir em meu celular.😒,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
97,27/07/2021,Esse app é simplesmente incrível sério é o meu preferido o único problema é que tenho que desinstalar as vezes mas tenho quase certeza que é o meu celular fora isso meus parabéns sério 😃🎉,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
98,27/07/2021,"Magnifíco, tem de tudo que minha família ama desde Marvel até Star Wars 👏👏🤘",,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
99,27/07/2021,Eu amo o filme Luca 😍😍😍😘Eu já assisti mais de 11vezes,,,,,,,,,,,,,Satisfação,,Validar,Afeto,,Validar,,,,
100,27/07/2021,"O app não abre mais, e não é a conexão. Pois consigo assistir tranquilamente no Prime Video. Aparentemente estou pagando o Disney+ para não assistir nada 🤡",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
101,27/07/2021,Otimo app varios filmes e series essas pessoas que falam que eroim mente e muito bom😀😀😀🤗🤗,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
102,27/07/2021,Adorei execelente aplicativo 💕💕💕💕💕,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
103,27/07/2021,👎👎👎👎👎👎👎👎,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
104,27/07/2021,"O app tá com problemas no meu celular, ele não funciona normalmente eu tenho que desinstalar e instalar dnv pra ele voltar a funcionar 😩😩",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
105,27/07/2021,Estou muito triste pq toda vez que eu entro pra assistir da erro 😭😭😭,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
106,27/07/2021,Muito bom 😃😃😃😃😃😃😃😃,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
107,27/07/2021,O aplicativo não trava muito na hora de assistir as séries. 😠,,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
108,27/07/2021,LIXO LIXO LIXO 👎🏼👎🏼👎🏼👎🏼🖕🏽,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
109,27/07/2021,😊amei o App muito bom pode baixar é ótimo.,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
110,27/07/2021,Adorei o Disney plus é um aplicativo muito bom e tem muitas variações de filmes e séries o disegn incrível recomendo super 'NOSSA OLHA EU FALANDO DO APP 💅👁️👄👁️ ME RESPEITA KSKSKSK,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
111,27/07/2021,Eu amei😍,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
112,27/07/2021,15 mb❤️,,,,,,,,,,,,,Eficiência,,Validar,Satisfação,,Validar,,,,
113,27/07/2021,"App horrivel paguei pra usar o app mas nao conecta de jeito nenhum, ja tentei em varios wifi bons e nada , e meu dinheiro pago como fica? Esse app esta nos roubando affss.😠😠😡",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
114,27/07/2021,"Bom, tem coisas interessantes porém não é compatível com a maioria das TVs 😩 poderia melhorar isso e ser compatível com todas as smart TVs 😀",,,,,,,,,,,,,Eficácia,,Validar,Frustração,,Validar,,,,
115,27/07/2021,"Não consigo assistir mais , só aparece que "" Não foi possível conectar ao Disney "" Eu pago pra assistir e quando quero não consigo 😡 Arrumem isso logo :/",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
116,27/07/2021,😱😱😠😠😠🙊😿😿,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
117,27/07/2021,"Tenho tido bastante problemas para utilizar, mesmo conectada ao Wi-fi, ele acusa que estou offline e também não inicia nenhum programa. Ao entrar em contato com a Ajuda, eles falam que minha solicitação besta em andamento e tem que esperar. Complicado estar pagando sem poder utilizar 😒",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
118,27/07/2021,App lixo😤😤😤👿,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
119,27/07/2021,Vai ter muita gente assistir o resto muito a pessoa não 😫😫😱😱😰😨,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
120,27/07/2021,Toppp amei novo filme na Disney luca lá a Disney e o melhor app de assistir desenhos😘😘😘😘😘🤩,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
121,27/07/2021,E perfeito 🙊❤️,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
122,27/07/2021,Gostei não trava bem fruido qualidade de imagem 📷 boa nota 10,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
123,27/07/2021,O app e muito bom mas a Disney tem que diminuir o preço para assistir viúva Negra 😞,,,,,,,,,,,,,Satisfação,,Validar,Frustração,,Validar,,,,
124,27/07/2021,"No geral o app está bom mas precisa melhorar a qualidade do som, se implementar algum tipo de amplificador digital como tem no Kodi já seria bom e precisa melhorar essa instabilidade, passei o dia hoje sem conseguir acessar em nenhuma plataforma, justamente no dia do episódio final de Loki. 😩",,,,,,,,,,,,,Eficiência,,Validar,Frustração,,Validar,,,,
125,27/07/2021,Muito bom mesmo 😃 só que ja anúncio cruella lá e não lançou até agora o app é bom mais demora de mais pra lançar as coisas MDS eu tive que assistir em um link pq demora muito até agora não lançou e faz muito tempo mais é isso o app é bom ☺️,,,,,,,,,,,,,Satisfação,,Validar,Satisfação,,Validar,,,,
